street,city,County,State,zip,x,y
Kent Green,Kent,Litchfield,Connecticut,06757,-73.4478,41.6988
830 Romancoke Rd,Stevensville,Queen Anne's,Maryland,21666,-76.339118,38.960001
Columbus St at N. Detroit St,Kenton,Hardin,Ohio,43326,-83.609734,40.64815
4950 Breton Rd SE,Kentwood,Kent,Michigan,49508,-85.59547009999999,42.874008200000006
Warm Springs Road and Channing Row,Kenwood,Sonoma,California,95452,-122.54803700000001,38.412216
River City Mall parking lot,Keokuk,Lee,Iowa,52632,-91.381762,40.393557
"In front of M & B Repair, Hwy 1 North",Keosauqua,Van Buren,Iowa,52565,-91.9552,40.7246
134 east mountain street,kernersville,Forsyth,North Carolina,27284,-80.072513,36.118249
6110 N. Scottsdale Road,Scottsdale,Mariposa,California,85250,-121.414,38.4876
631 DeKalb Street,Camden,Kershaw,South Carolina,29020,-80.608562,34.245746999999994
4th St Heritage Corridor Btwn. Walnut & East Ave.,Ketchum,Blaine,Idaho,83340,-114.3637219,43.68257620000001
N6975 Hwy 42,Algoma,Kewaunee,Wisconsin,54201,-87.452972,44.576908
"Firemans Parking Lot,  West Front Street",Keyport,Monmouth,New Jersey,07735,-74.205798,40.436183
Across from Mineral County Fairgrounds,Keyser,Mineral,West Virginia,26726,-78.7613,39.4967
Kenecke off Lighthouse Road,Kilauea,Kauai,Hawaii,96754,-159.406,22.2112
4819 Kerry Forest Pkwy,Tallahassee ,Leon,Florida,32309,-84.2148431,30.537101300000003
village green            green st.,kinderhook,Columbia,New York,12106,-73.69983,42.396032
120 Marsh Lane- Walkerton Boat Ramp,Walkerton,King and Queen,Virginia,23177,-77.0231,37.725
100 & 200 Block of Broadway St.,King City,Monterey,California,93930,-121.12375300000001,36.214155
20 Miles SW of Eugene near Lorane,Eugene,Hood River,Oregon,97405,-121.531,45.6905
105 Moore Road,King ,Stokes,North Carolina,27021,-80.34158599999999,36.276453000000004
State Route 34B,King Ferry,Cayuga,New York,13081,-76.6175,42.6666
10381 Ridge Road,King George ,King George,Virginia,22485,-77.16384129999999,38.257748600000006
1755 Duke Street  (in the courtyard),Alexandria ,Alexandria,Virginia,22314,-77.060783,38.805003
Highway 28 & Coon St.,Kings Beach,Placer,California,96143,-120.15,39.15
4310 Nicollet Ave. S.,Minneapolis,Hennepin,Minnesota,55409,-93.278142,44.924521
Main St (Rt. 27),Kingfield,Franklin,Maine,04947,-70.2238,45.0462
102 E Beale St,Kingman,Mohave,Arizona,86401,-114.057378,35.18972
25A and Main Street,Kings Park,Suffolk,New York,11754,-73.25498,40.884821
Mike Wallace park,Kingston,Kitsap,Washington,98346,-122.4969392,47.796176700000004
Wall Street - Uptown Kingston,Kingston,Ulster,New York,12402,-74.019467,41.932788
147 Harpeth View Trail,Kingston Springs ,Cheatham,Tennessee,37082,-87.09654,36.089032
5870 Kingstowne Ctr,Alexandria ,Fairfax,Virginia,22315,-77.13554,38.772762
106 W Main Street,Kingwood,Preston,West Virginia,26537,-79.687614,39.472237
1990 Kinoole Street,Hilo,Hawaii,Hawaii,96720,-155.070111111111,19.6904555555556
"Marina Park, 25 lakeshore plz ",Kirkland,King,Washington,98033,-122.208821,47.675496700000004
North Elson and East Washington Streets,Kirksville,Adair,Missouri,63501,-92.58430200000001,40.194697
150 E. Argonne,Kirkwood,St. Louis,Missouri,63122,-90.4024,38.5793
10 Shapleigh Road,Kittery ,York,Maine,03904,-70.736542,43.090021
Wells Fargo Bank parking lot,Ellensburg,Kittitas,Washington,98926,-120.54700000000001,46.9955
4100 N.Croatan Hwy,Kitty Hawk,Dare,North Carolina,27949,-75.6975,36.0718
100 block S 9th st.,Klamath Falls,Klamath,Oregon,97601,-121.77988500000001,42.226484
"117 West Main Street, Route 9",Spencer,Worcester,Massachusetts,01562,-72.2005,42.2694
N Washington St,Knightstown,Rush,Indiana,46148,-85.5245,39.796
1409 Old Lake Park Road,Valdosta,Lowndes,Georgia,31602,-83.2004,30.7396
1601 South Heaton Street,Knox,Starke,Indiana,46534,-86.62065759999999,41.2826208
1001 Ebenezer Road,Knoxville ,Knox,Tennessee,37923,-84.0706129,35.893094500000004
Intersection of Mulberry and Washington Streets,Kokomo,Howard,Indiana,46901,-86.13351899999999,40.488463
4655 RIVER ROAD ,Fairfield ,Butler,Ohio,45014,-84.567481,39.351704999999995
Maluhia Road,Koloa,Kauai,Hawaii,96756,-159.465,21.9081
By the Pink Donkey sign,Captain Cook,Hawaii,Hawaii,96704,-155.916,19.4897
"Kmart Parking Lot, Makalapua Shopping Center",Kailua Kona,Hawaii,Hawaii,96740,-156.00056999999998,19.652479999999997
"Town of Sanford Garage, 192 Front St,",Deposit,Broome,New York,13754,-75.4233,42.0609
Corner of Hwy. 95 & Prairie Ave.,Hayden,Kootenai,Idaho,83835,-116.792,47.7444
3800 Corkscrew Road,Estero,Lee,Florida,33928,-81.81304899999999,26.433791999999997
1400 Smith Street (Kosciusko County Fairgrounds),Warsaw,Kosciusko,Indiana,46580,-85.8379,41.2322
Corner of Dodge & Nebraska Streets,Algona,Kossuth,Iowa,50511,-94.0956,43.3755
2390 Terrebonne Drive,Kronenwetter,Marathon,Wisconsin,54455,-89.62309599999999,44.853861
8740 N. 35th ave,Phoenix,Maricopa,Arizona,85051,-112.13450900000001,33.565282
Main Street and Linder,Kuna,Ada,Idaho,83634,-116.415209,43.490515
5 Blue Heron Dr.,Barneveld,Herkimer,New York,13304,-75.1694,43.2161
Broad St,L'Anse,Baraga,Michigan,49946,-88.444,46.7504
"1432 W. Adams, St. Agnes Catholic Church",Los Angeles,Los Angeles,California,90007,-118.292,34.0324
"700 Block, Traction St. & 3rd St.",Los Angeles,Los Angeles,California,90039,-118.236,34.0459
43rd St. & Central Ave.,Hollywood,Los Angeles,California,90028,-121.448,38.5706
727 North Hill & Alpine,Los Angeles,Los Angeles,California,90012,-118.24,34.0628
Crenshaw & Slausan,Los Angeles,Los Angeles,California,90010,-118.331,33.989000000000004
"Larchmont Bldg., Lot #694",Los Angeles,Los Angeles,California,90042,-118.324,34.0834
43rd St. & Degnan,Hollywood,Los Angeles,California,90028,-118.34,34.0106
Melrose Place & Croft,Los Angeles,Los Angeles,California,90029,-118.374,34.0841
Figueroa St. & 7th,Los Angeles,Los Angeles,California,90017,-118.26,34.0494
9700 Sunset Blvd.,Los Angeles,Los Angeles,California,90029,-118.28200000000001,34.0943
Mariposa & Wilshire,Tarzana,Los Angeles,California,91356,-119.016,36.0678
8th and Bancroft Parkway,Wilmington,New Castle,Delaware,19805,-75.5722,39.753
Beulah Dr. & Foothill Ave.,La Canada Flintridge,Los Angeles,California,91011,-118.198,34.2035
6041 Cadillac Avenue and La Cienega Blvd.,Mid-City Los Angeles,Los Angeles,California,90034,-118.375266,34.038659
1801 So. La Cienega Blvd. and 18th Street,Mid-City Los Angeles,Los Angeles,California,90035,-118.377144,34.044349
420 S 2nd Street,La Crescent,Houston,Minnesota,55947,-91.3064796,43.8271774
East Tremont Ave. at Lafontaine Ave.,Bronx,Bronx,New York,10460,-73.894306,40.846393
Adams Ave and 4th Street,La Grande,Union,Oregon,97850,-118.09630600000001,45.329908
La Grange Road and Harris Avenue,La Grange,Cook,Illinois,60525,-87.8696183,41.8141344
100 W. Main Street,La Grange,Oldham,Kentucky,40031,-85.3796,38.4076
1607 Park avenue,Manhattan,New York,New York,10029,-73.9437,40.7982
Corner of University and Spring St.,La Mesa,San Diego,California,91941,-117.022129,32.767140999999995
Washington Avenue,La Plata,Charles,Maryland,20646,-76.978626,38.530173
"4802 Warwick Road, Richmond, VA 23224",Richmond,Richmond City,Virginia,23224,-77.47977850000001,37.483556799999995
Woodland Loop Square,Lacey,Thurston,Washington,98503,-122.824,47.0414
East Beacon Street Extension,Laconia,Belknap,New Hampshire,03247,-71.468591,43.527590000000004
Main and Pleasant Streets,Laconia,Belknap,New Hampshire,03246,-71.47081700000001,43.528653000000006
North of the Railroad Tracks on East Side,LaCrosse,Rush,Kansas,67548,-99.3115,38.5336
15 East 20th Street,Higginsville,Lafayette,Missouri,64037,-93.71687800000001,39.075013
1211 Main Street,Lexington,Lafayette,Missouri,64067,-93.880845,39.185393
100 Main Street,Odessa,Lafayette,Missouri,64076,-93.95196999999999,39.000948
2913 Johnston Street,Lafayette ,Lafayette,Louisiana,70503,-92.042045,30.204901
Lafayette Park Plaza at Moraga Road and Mt. Diablo Blvd,Lafayette,Contra Costa,California,94549,-122.118,37.8918
355 W South Boulder Rd,Lafayette,Boulder,Colorado,80026,-105.09397,39.987182000000004
3011 N.W. Evangeline Thwy,Lafayette,Lafayette,Louisiana,70507,-92.0230179,30.284513
427 Heymann Blvd,Lafayette,Lafayette,Louisiana,70503,-92.0156,30.2036
4484 Hwy. 1,Raceland ,Lafourche,Louisiana,70394,-90.57163800000001,29.706899
East Spring Street,LaGrange,LaGrange,Indiana,46761,-85.4141,41.644
"I-5 & El Toro Road, Laguna Hills Mall",Laguna Hills,Orange,California,92653,-117.70486899999999,33.608951
La Paz and Pacific Park,Laguna Niguel,Orange,California,92677,-117.708279,33.568865
1 Golf House Road,Laguna Vista,Cameron,Texas,78578,-97.30915300000001,26.112261
7th St. & Maple St.,Brainerd,Crow Wing,Minnesota,56401,-94.1992,46.3547
"28200 Hwy. 189, Hwys. 189 & 173",Lake Arrowhead,San Bernardino,California,92352,-117.19,34.2494
NE 125th Street and 28th Ave NE,Seattle,King,Washington,98125,-122.2976645,47.719291299999995
111 Henry Street,Lake City,Florence,South Carolina,29560,-79.75405500000001,33.870752
2101 N. County Road 452,Eustis,Lake,Florida,32726,-81.69896700000001,28.876215999999996
778 NE Lake DeSoto Circle,Lake City,Columbia,Florida,32055,-82.635341,30.192525
17171 Bothell Way NE,Lake Forest Park,King,Washington,98155,-122.280325,47.754018
116 E Phillips Strees (M-204),Lake Leelanau,Leelanau,Michigan,49653,-85.709329,44.982192
100 N 4th Street,Lake Mary,Seminole,Florida,32746,-81.32378299999999,28.756994
8800 Euclid Chardon Rd,Kirtland ,Lake,Ohio,44094,-81.328375,41.577281
Corner of US 69 & 1st Avenue,Lake Mills,Winnebago,Iowa,50450,-93.6021,43.1018
100 North Main Street - Commons Park,Lake Mills,Jefferson,Wisconsin,53551,-88.907965,43.074024
11665 Lakeshore North ,Auburn ,Nevada,California,95602,-121.0664289,39.0406051
Highway 49 at Wolf Road,Grass Valley,Nevada,California,95949,-121.12299999999999,38.9853
93 S. Anderson,Lake Orion,Oakland,Michigan,48362,-83.23849,42.782920000000004
200 First Street ,Lake Oswego,Clackamas,Oregon,97034,-122.664716,45.417959
17 Algonquin Drive,Lake Placid,Essex,New York,12946,-73.99805,44.29433
2322 Saranac Avenue,Lake Placid,Essex,New York,12946,-73.98820500000001,44.29231
Hwy 40 and Lake Saint Louis Boulevard,O'Fallon ,St. Charles,Missouri,63366,-90.770229,38.805214
Market Square,Lake Wales ,Polk,Florida,33853,-81.588227,27.902152
17542 HWY 431,Wedowee,Randolph,Alabama,36278,-85.48452900000001,33.316503000000004
200 N. Kentucky Avenue,Lakeland,Polk,Florida,33801,-81.955223,28.045896999999997
Main St. & 2d,Kelseyville,Lake,California,95451,-122.839,38.9779
1602 15th street,Spirit Lake,Dickinson,Iowa,51360,-95.1140916,43.42555479999999
7300 Gladiolus Drive,Fort Myers,Lee,Florida,33908,-81.878845,26.524790000000003
709 Roosevelt Trail,Windham,Cumberland,Maine,04062,-70.4356,43.8314
7455 Wofford Heights Bvld,Wofford Heights,Kern,California,93285,-118.440444,35.710347
1606 lakeside ave.,henrico,Henrico,Virginia,23228,-77.470522,37.614945
210 Holyoke,Lakeville,Dakota,Minnesota,55044,-93.2429,44.6451
500 Lakewood Blvd,Lakewood ,Los Angeles,California,90712,-118.14222,33.852829
15425 Detroit,Lakewood,Cuyahoga,Ohio,44107,-81.804266,41.484539
"Detroit Ave., Between Warren and Cook",Lakewood ,Cuyahoga,Ohio,44107,-81.800894,41.484758
9077 W Alameda Ave,Lakewood,Jefferson,Colorado,80226,-105.099496,39.711428999999995
Chautauqua Ave. & W.Second Street,Lakewood,Chautauqua,New York,14750,-79.3262036,42.101893200000006
14 Skyles Lane,Lakeview,Baxter,Arkansas,72642,-92.3814,36.3262
Large Pavilion at Vernon City Park,Vernon,Lamar,Alabama,33592,-88.1059,33.7568
River Arts Center,Morrisville,Lamoille,Vermont,05661,-72.5984,44.5617
610 E Main,Lamoni,Decatur,Iowa,50140,-93.92627440000001,40.623676200000006
Highway 13,LaMoure,LaMoure,North Dakota,58458,-98.286373,46.354362
Ridge & Grant Street,Lansing,Cook,Illinois,60438,-87.53387990000002,41.564561600000005
240 W Claremont,Lanark,Carroll,Illinois,61046,-89.835375,42.104328
23 North Market Street,Lancaster,Lancaster,Pennsylvania,17603,-76.30647629999999,40.0383749
"Fairgrounds, Seven Bridge Road",Lancaster,Worcester,Massachusetts,01523,-71.6583,42.4645
Corner of Memorial Dr. & Wheeling St.,Lancaster,Fairfield,Ohio,43130,-82.6067,39.7151
Centenial Park,Lancaster,Coos,New Hampshire,03584,-71.5706,44.4913
4913 Transit Road,lancaster,Erie,New York,14086,-78.69369499999999,42.876719
1445 Main Street,Lander,Fremont,Wyoming,82520,-108.74586200000002,42.841176000000004
 685 Main Street,Lander,Fremont,Wyoming,82520,-108.7392146,42.8344887
631 East Landis Avenue,Vineland,Cumberland,New Jersey,08360,-75.021991,39.485568
796 W 13th Ave,Eugene,Lane,Oregon,97401,-123.104448,44.043914
8th Ave & Oak St.,Eugene ,Lane,Oregon,97401,-123.09154,44.050826
Sylvan Park,Lanesboro,Fillmore,Minnesota,55949,-91.976423,43.718962
664 E. Main Street,Lansdale borough,Montgomery,Pennsylvania,19446,-75.28120799999999,40.241654
30 North Lansdowne Avenue,Lansdowne,Delaware,Pennsylvania,19050,-75.2724185,39.939236799999996
On the corner of E. Grand River Ave. and Center St.,Lansing,Ingham,Michigan,48906,-84.5480353,42.7464742
325 City Market Drive,Lansing,Ingham,Michigan,48912,-84.54715490000001,42.7357602
29 Auburn Rd,Lansing,Tompkins,New York,14882,-76.5033848,42.538066799999996
Downtown on State St. North of Courthouse,LaPorte,LaPorte,Indiana,46350,-86.7215,41.6111
7th and Ord,Laramie,Albany,Wyoming,82070,-105.5890518,41.304148600000005
"Larchmont Blvd., Lot #694",Tarzana,Los Angeles,California,91356,-118.324,34.0748
Parking Lot off Chatsworth Ave.,Larchmont,Westchester,New York,10538,-73.761381,40.933617
200 W. Oak Street,Fort Collins,Larimer,Colorado,80521,-105.0798,40.58578
Larkspur Landing Circle,Novato,Marin,California,94949,-122.564,38.0983
333 E. Las Olas Blvd.,Fort Lauderdale ,Broward,Florida,33301,-80.1396989,26.1196495
1600 N. Rampart Blvd,Las Vegas,Clark,Nevada,89134,-115.28748020000002,36.1886104
Bruce Trent Park-1600 N. Rampart,Las Vegas,Clark,Nevada,89134,-115.28748300000001,36.187897
9200 Tule Springs Road,Las Vegas,Clark,Nevada,89131,-115.271823,36.319697999999995
 Gardens Park-10401 Garden Park Drive,Las Vegas,Clark,Nevada,89135,-115.321674,36.126792
44 South Gay St. (Pancera Plaza) Uptown Susanville,Susanville,Lassen,California,96130,-120.660774,40.417787
109 Weatherly Road,Huntsville ,Madison,Alabama,35803,-86.5645725,34.6471516
City Park of Lathrop MO,Turney,Clinton,Missouri,64493,-94.3211,39.6347
27400 Southfield Road,Lathrup Village,Oakland,Michigan,49076,-83.2202238,42.4913339
217 Main Street,Kimberly,Twin Falls,Idaho,83341,-114.365,42.5348
Town Square,Laurel,Yellowstone,Montana,59044,-108.771149,45.671003000000006
300 Main Street,Laurel,Prince George's,Maryland,20707,-76.8439,39.1041
Historic Downtown Laurens,Laurens,Laurens,South Carolina,29360,-82.0151,34.4946
1262 Vocke Road,LaVale,Allegany,Maryland,21502,-78.835,39.6314
East Main Street,Lavonia,Franklin,Georgia,30553,-83.1038038,34.4314028
3555 W. Ogden Ave.,Chicago,Cook,Illinois,60623,-87.7238,41.8774
14717 Burin Ave.,Lawndale,Los Angeles,California,90260,-118.354,33.8982
Mahr & Taylor Streets,Lawrenceburg,Lawrence,Tennessee,38464,-87.3368,35.2401
712 12th St.,Lawrenceville,Lawrence,Illinois,62439,-87.685,38.7257
249 Industrial Park Road,Louisa,Lawrence,Kentucky,41320,-82.6032,38.1144
Al Hwy 157 north,Moulton,Lawrence,Alabama,35650,-87.285562,34.504965000000006
Village of Lawrence Park downtown on Red Arrow Highway,Lawrence,Van Buren,Michigan,49064,-86.04890999999999,42.219398
Campagnone North Common,Lawrence,Essex,Massachusetts,01841,-71.16007629999999,42.7098045
216 Lawrence St,Lawrence ,Essex,Massachusetts,01841,-71.1660442,42.7168489
70 East St,Methuen  ,Essex,Massachusetts,01845,-71.168301,42.728460999999996
824 New Hampshire Street,Lawrence,Douglas,Kansas,66044,-95.234356,38.96857
706 Kentucky Street,Lawrence,Douglas,Kansas,66044,-95.23796800000001,38.97035
Lawrenceburg Public Library,Milan,Ripley,Indiana,47031,-84.8498,39.0916
153 East Crogan St.,LAwrenceville,Gwinnett,Georgia,30046,-83.987275,33.9564261
400 N. Main Street,Lawrenceville,Brunswick,Virginia,23868,-77.853212,36.752006
250 40th St,Pittsburgh,Allegheny,Pennsylvania,15201,-79.9607473,40.467448
"Downtown square, across form Lawson Super grocery store in Lawson MO",Lawson,Ray,Missouri,64062,-94.2043,39.4376
920 SW Sheridan Road,Lawton,Comanche,Oklahoma,73507,-98.421047,34.598898
44400 Willis Ave.,Laytonville,Mendocino,California,95454,-123.48323500000001,39.681447999999996
Bomgaars parking lot on Hwy 75,Le Mars,Plymouth,Iowa,51031,-96.1697,42.7896
"Olson Cultural Event Center, 33 1st Street NE",Le Mars,Plymouth,Iowa,51031,-96.1156,42.7943
Trigon Park,Le Roy,Genesee,New York,14482,-77.98591280000001,42.977546399999994
9871 Lean Street,Columbus,Franklin,Ohio,43085,-82.9988,39.9612
Boston Rd and 169th St,Bronx,Bronx,New York,10456,-73.90021690000002,40.831205600000004
7th and Cherokee Street,Leavenworth,Leavenworth,Kansas,66048,-94.917787,39.316573999999996
Main and Grant Streets,Lebanon,Linn,Oregon,97355,-122.9070482,44.5384263
579 Exeter Road,Lebanon,New London,Connecticut,06249,-72.212899,41.6357
4195 Maple Street,Lebanon,Wilson,Tennessee,37087,-86.2921,36.2105
35 S. Eighth St.,Lebanon,Lebanon,Pennsylvania,17042,-76.4263,40.3396
51 North Park St,Lebanon ,Grafton,New Hampshire,03766,-72.2513957,43.642888299999996
"  Downtown Pavillon,Martin Luther KIng Blvd",Lebanon ,Marion,Kentucky,40033,-85.255667,37.56926
501 State Route 20,New Lebanon,Columbia,New York,12125,-73.390796,42.46738
Broadway,Lebo,Coffey,Kansas,66856,-95.8638,38.4156
South end LeClaire Levee,LeClaire,Scott,Iowa,52753,-90.345157,41.598092
35 Frank P Consolati Way,Lee,Berkshire,Massachusetts,01238,-73.2497,42.3058
Rte 155 And Recycle Center Rd,Lee,Strafford,New Hampshire,03861,-71.0060464,43.12685220000001
6th Street,Leeds,Jefferson,Alabama,35094,-86.54514,33.545120000000004
Catoctin Circle SE,Leesburg,Loudoun,Virginia,20175,-77.56702800000001,39.10795
501 W Main Street,Leesburg,Lake,Florida,34748,-81.87769200000001,28.81125
312 Gernants Church Rd.,Leesport,Berks,Pennsylvania,19533,-75.971248,40.454492
"Route 9 West, 1230 Main Street in Castle Restaurant Parking Lot",Leicester,Worcester,Massachusetts,01524,-71.90916999999999,42.24583
River Street,Leland,Leelanau,Michigan,49654,-85.756385,45.024582
North of Old Highway 61 at Highway 82 at 4-way stop,leland,Washington,Mississippi,38756,-90.9043,33.3984
103 Main St,Salmon,Lemhi,Idaho,83467,-113.89779399999999,45.176588
133 Mt. Nittany Rd.,Lemont,Centre,Pennsylvania,16851,-77.817042,40.810446999999996
D St.& Fox St.,Lemoore,Kings,California,93245,-119.786,36.3016
100 W. Main Street,Lena,Stephenson,Illinois,61032,-89.8237208,42.377903700000005
110 North Hampton Street,Americus,Sumter,Georgia,31709,-84.236501,32.072463
100N. Herritage Street,Kinston,Lenoir,North Carolina,2804,-77.582762,35.260154
912 West Ave,Lenoir,Caldwell,North Carolina,28645,-81.541074,35.914578000000006
"Shakespeare & Co., 70 Kemble St, Lenox MA",LENOX,Berkshire,Massachusetts,01238,-73.281984,42.349537
Cor. of Main & Hickory St,Canastota,Madison,New York,13032,-75.755324,43.074781
Brethren Church Road,Leola,Lancaster,Pennsylvania,17540,-76.1745,40.1064
25 West Street,Leominster ,Worcester,Massachusetts,01453,-71.760614,42.526424
3820 Westwood Northern Blvd.,Cincinnati,Hamilton,Ohio,45211,-84.612297,39.166203
185 Union Street (cross street Vulcan),Encinitas,San Diego,California,92024,-119.601,37.2417
By Sinex & Washburn,Washburn,McLean,North Dakota,58530,-100.846,46.7649
Corner of N. Pearl and Maple Streets,Centralia ,Lewis,Washington,98531,-122.95430759999999,46.7193298
